andar,anunciante,anuncio,area,atualizacao,bairro,banheiro,caracteristica,cep,codigo,condominio,data,descricao,endereco,imagem,imagemlista,latitude,longitude,municipio,preco,quarto,siteorigem,suite,telefone,tipologia,titulo,uf,url,urlmapa,vaga
,Arlington Deyvi Souza Alves,,800,,Flores,,,,2461150773,,2020-03-26," Vendo terreno na Avenida das Torres com 800m2, 40 de frente por 20 metros de fundo Todo documentado, com projeto aprovado na prefeitura. Agende sua visita Maiores informações Arlington Alves ","Rua Barão de Surui, 1345",,https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/9c484c1dc1a0cc9c5b769c0388b7265c.jpg; https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/344da34395d4bc486c615c850e45c676.jpg,-3.048282,-59.985924,Manaus,1000000,,Viva Real,,7/2/6/9/3/8/4,Venda ,Lote/Terreno para venda tem 800 metros quadrados em Flores - Manaus - AM,AM,http://www.vivareal.com.br/imovel/lote-terreno-flores-bairros-manaus-800m2-venda-RS1000000-id-2461150773/,"https://www.google.com/maps/search/?api=1&query=-3.048282,-59.985924",
,Juarez de Souza Cruz Junior,,100000,,,,,,2454052105,,2020-03-26," Lote frente para o Rio Amazonas medindo 100x1.000= 100.000 m2, calado fundo o ano todo. Com energia e telefone no local. Preço abaixo do mercado.  ",,,https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/79261b1fd92ef77c40b9048375e264dc.jpg; https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/1578fbe3c54ef10436f87b421277eb03.jpg,-3.062795,-59.87674,Rua Puraquequara - Manaus,3500000,,Viva Real,,7/2/9/3/1,Venda ,"TERRENO COMERCIAL em MANAUS - AM, PURAQUEQUARA",AM,http://www.vivareal.com.br/imovel/lote-terreno-puraquequara-bairros-manaus-100000m2-venda-RS3500000-id-2454052105/,"https://www.google.com/maps/search/?api=1&query=-3.062795,-59.87674",
,Acão Imobiliaria,,722,,Ponta Negra,,,,2452642129,,2020-03-26, - Lote com 722 m² - Área de lazer completa - Valor do lote R$ 330 Mil - Aceita Financiamento - Aceita FGTS - Informações: Ana Mendes 9 2 9 8 4 4 8 - 4 8 0 2 ,,,https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/ec32e81a9394f9f583bacc2c0e86b89b.jpg; https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/f1e65e0d5f72c9a95c6a941a33d8c264.jpg,-3.039216,-60.094749,Manaus,330000,1,Viva Real,,7/2/9/5/3/4/1,Venda ,Vendo Lote Condomínio Marina Rio Belo - Ponta Negra,AM,http://www.vivareal.com.br/imovel/lote-terreno-1-quartos-ponta-negra-bairros-manaus-722m2-venda-RS330000-id-2452642129/,"https://www.google.com/maps/search/?api=1&query=-3.039216,-60.094749",
,Iara Silvia Rodrigues dos Santos,,290000,,Lago Azul,,,,2466128892,,2020-03-26," VENDO Localizado Km 36 na pista, Rodovia AM 010 apenas 04 minutos de Manaus, pronto pra implantar indústria ou grandes empresas, todo documentando. Valor por m2 = 14,00. 290.0000. M2 Informações: CRECI 3423 PF. ","Rua Alpinias, 36",,https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/a41867403a192f90054b67c2ea43a6f1.jpg,-2.968589,-60.014345,Manaus,4060000,,Viva Real,,2/6/9/5/0/8/1,Venda ,Grandes áreas na AM 010 KM 36 na principal,AM,http://www.vivareal.com.br/imovel/lote-terreno-lago-azul-bairros-manaus-290000m2-venda-RS4060000-id-2466128892/,"https://www.google.com/maps/search/?api=1&query=-2.968589,-60.014345",
,On Brokers Soluções Imobiliárias,,143000,,Puraquequara,,,,2432425511,,2020-03-26," Localização privilegiada favorável para Porto.  Imóvel devidamente documentado, com título definitivo em nome do proprietário. Preço de R$ 50,00 o m² nesta área, bem abaixo do que está sendo praticado no local que é equivalente a R$ 80,00 o m² em terreno nessas condições. Queremos ouvir sua proposta, conheça o local, a área e suas vantagens devido a localização e o porto, e faça sua contraproposta. Estamos aberto a negociação, imóvel avaliado em R$ 7.200.000,00 (sete milhões e duzentos mil Reais). INTERESSADOS LIGUEM ","Avenida Puraquequara, 1140",,https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/cf56bff2fc267e370d13891b8941605f.jpg,-3.05866,-59.845318,Manaus,7200000,,Viva Real,,2/9/3/8/4/1,Terreno no distrito industrial ii (puraquequara),Terreno no Distrito Industrial II (Puraquequara) com Porto,AM,http://www.vivareal.com.br/imovel/lote-terreno-puraquequara-bairros-manaus-143000m2-venda-RS7200000-id-2432425511/,"https://www.google.com/maps/search/?api=1&query=-3.05866,-59.845318",
,GAVEA ADMINISTRADORA DE IMOVEIS - MANAUS,,600,,Compensa,,,,2479149706,,2020-03-26," Terreno localizado no condominio ponta negra I, documentação em dia, aceitamos financiamento, 600m2. Fale com nosso assessor. 26/03 ",,,https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/25414d877bdc44c0dc60c1fee04641e0.jpg,-3.076373,-60.083294,Manaus,250000,,Viva Real,,2/5/9/0/4,Venda ,MANAUS - Terreno Padrão - PONTA NEGRA,AM,http://www.vivareal.com.br/imovel/lote-terreno-ponta-negra-bairros-manaus-600m2-venda-RS250000-id-2479149706/,"https://www.google.com/maps/search/?api=1&query=-3.076373,-60.083294",
,Acão Imobiliaria,,15000,,,,,,2475390273,,2020-03-26," Terreno com 15.000 m² com galpão inacabado de 1.653 m² Ideal para Indústria, Transportadora, Distribuidora etc. Localizado na BR- 175, KM 15 - Distrito Industrial 3 Valor da Venda: R$2.100.000,00 Aceita Proposta Informações: Ana Nilce Mendes 9 2 9 8 4 4 8 - 4 8 0 2 ",,,https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/6986ccef62f9748e63846df61e8f54b4.jpg; https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/843e8f96d560291ad24723271f752939.jpg,-3.119028,-60.021731,Manaus,2100000,,Viva Real,,7/2/9/5/3/4/1,Venda ,Vendo Terreno - BR 174 - KM 15,AM,http://www.vivareal.com.br/imovel/lote-terreno-manaus-15000m2-venda-RS2100000-id-2475390273/,"https://www.google.com/maps/search/?api=1&query=-3.119028,-60.021731",
,MOYSES DE OLIVEIRA BENCHIMOL,,3696,,Ponta Negra,,,,70709377,,2020-03-26," - Preço: R$ 380.000,00 ","Avenida do Turismo, 111",,https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/8288d8650d98e7184c93777d3d185d3a.jpg; https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/0e032e18bab114cd995e83be14ac0b15.jpg,-3.068138,-60.093916,Manaus,380000,,Viva Real,,2/6/5/9/3/1,Venda ,Lote Terreno de 3696m² em av.do turismo - Manaus,AM,http://www.vivareal.com.br/imovel/lote-terreno-ponta-negra-bairros-manaus-3696m2-venda-RS380000-id-70709377/,"https://www.google.com/maps/search/?api=1&query=-3.068138,-60.093916",
,Acão Imobiliaria,,800,,Tarumã-Açu,,,,2462767692,,2020-03-26," VENDO Lindo lote em condomínio fechado No Belvedere dos Pássaros na Avenida do Turismo Condomínio PRAIA DOS PASSARINHOS Medindo 20 x 40 m2. Possui churrasqueira Piscina Adulto e infantil. Salão de festas, academia e outros itens de lazer para Sua melhor comodidade. Com vista para o RIO NEGRO. Mais informações pelo ( 9 2 ) 9 8 1 9 9 - 7 6 0 0 REGEANE GUSMÃO AGENDE JÁ A SUA VISITA!!!!! ",,,https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/7e42aa33d80856e1264dc97c403851a3.jpg; https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/372044d5c596dd9336b3047f5a7ab5c8.jpg,-2.979825,-60.02161,Manaus,250000,,Viva Real,,7/2/9/5/3/4/1,Venda ,Vendo um lote no Condomínio Praia dos Passarinhos,AM,http://www.vivareal.com.br/imovel/lote-terreno-taruma-acu-bairros-manaus-800m2-venda-RS250000-id-2462767692/,"https://www.google.com/maps/search/?api=1&query=-2.979825,-60.02161",
,Iara Silvia Rodrigues dos Santos,,5000,,Mauazinho,,,,2452438911,,2020-03-26," No Distrito Industrial II Após a bola da Samsung, próximo à Avenida dos Oitis, várias empresas próximas, um terreno, medindo 5.000 m², documentado e desmembrado, ideal para empresa de grande porte, área próxima de vários galpões, com acessos fáceis, asfaltado. Valor R$ 500 mil. (Flexivel) CRECI: 3423 PF. Mais informações em www.iarasantoscorretora.com ",Avenida dos Oitis,,https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/13fea2be4fad3ee7e00401ad0ccb0332.jpg; https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/d4059d3880178a77a697b7aef2ddd4e1.jpg,-3.10233,-59.954667,Manaus,500000,,Viva Real,,2/6/9/5/0/8/1,Venda ,No Distrito Industrial II Após a bola da Samsung,AM,http://www.vivareal.com.br/imovel/lote-terreno-distrito-industrial-ii-bairros-manaus-5000m2-venda-RS500000-id-2452438911/,"https://www.google.com/maps/search/?api=1&query=-3.10233,-59.954667",
,Acão Imobiliaria,,669,,Tarumã,,,,2443299686,,2020-03-26," Vendo O Condomínio Residencial Marina Rio Bello nasceu da mais perfeita combinação entre homem e natureza, através de um projeto urbanístico ousado. Localizado à s margens do Rio Negro, os moradores terão a alegria de poder desfrutar do convívio com a natureza, da paz e do conforto oferecido. O Marina Rio Bello foi consagrado um dos lugares mais bonitos, um verdadeiro presente para a sua família, dispõe de uma área de lazer ampla, unindo a arquitetura moderna à natureza. Lote de 669m². Condomínio com total infraestrutura de lazer e segurança. Valor: R$ 350 mil à vista ou financiamento bancário pelo Bradesco. ou financiamento direto com a construtora com entrada + 36x . mais informações: 9 9 4 5 6 - 6 6 9 0 ",,,https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/72db937cc4b5c8dce20c381c94cc631a.jpg; https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/8eab9a06fbdf19eb5163754acee8463f.jpg,-3.021623,-60.057572,Manaus,350000,1,Viva Real,,7/2/9/5/3/4/1,Venda ,Residencial Marina Rio Bello Lote em COndomínio Fechado 669m²,AM,http://www.vivareal.com.br/imovel/lote-terreno-1-quartos-taruma-bairros-manaus-669m2-venda-RS350000-id-2443299686/,"https://www.google.com/maps/search/?api=1&query=-3.021623,-60.057572",
,URBANA IMOBILIÁRIA,,754,,Petrópolis,,,,2460193334,,2020-03-26," TERRENO para Venda, Bairro PETRÓPOLIS Terreno devidamente registra. Área 754,80 m².  Fácil acesso e boa localização.  Terreno para deposito e pequenos galpões. Também para distribuidoras e construções de apartamentos.  Marque uma visita. Analisamos propostas!  ",,,https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/5d08d22fa5c9951b005810802980f461.jpg; https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/02f4fd5e3467317816cd2760278abe18.jpg,-3.110275,-59.996647,Manaus,300000,,Viva Real,,2/9/5/3/8/4/1,Terreno a venda,"Terreno a venda com área 754,80 m², Bairro Petrópolis, Manaus / AM.",AM,http://www.vivareal.com.br/imovel/lote-terreno-petropolis-bairros-manaus-754m2-venda-RS300000-id-2460193334/,"https://www.google.com/maps/search/?api=1&query=-3.110275,-59.996647",
,GAVEA ADMINISTRADORA DE IMOVEIS - MANAUS,,400,,Ponta Negra,,,,2479230110,,2020-03-26," Terreno plano documentado no ita puranga ponta negra , esse condomínio fica em frente ao tropical hotel , medindo 20x40 total 800 m2 terreno plano ao lado da guarita do condomínio clube de campo T LoureiroAceito parte de pagto em carro e ou apto.Valor 400 mil.- Área total: 800,00m², agende sua visita com nosso assessor. 26/03 ",,,https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/8e08307d316818d224c3440e2357a231.jpg,-3.051423,-60.078308,Manaus,400000,,Viva Real,,2/5/9/0/4,Venda ,MANAUS - Terreno Padrão - PONTA NEGRA,AM,http://www.vivareal.com.br/imovel/lote-terreno-ponta-negra-bairros-manaus-400m2-venda-RS400000-id-2479230110/,"https://www.google.com/maps/search/?api=1&query=-3.051423,-60.078308",
,URBANA IMOBILIÁRIA,,447,,Parque Dez de Novembro,,,,2473916274,,2020-03-26," Casa à venda com 2 suítes amplas (Residencial / Comercial) - localização privilegiada do Parque 10 em Manaus-AM No valor de R$ 900.000 Analisamos propostas. Imóvel com 197m² de Área Construída e 447m² de área de terreno.  Tipologia do Imóvel:  - Sala de Estar/Jantar (2,56x6,16)  - Cozinha (2,43x6,49)  - 01 Suíte Master com Closet, medindo 3,37x5,55, banheiro com um ótimo acabamento;  - 01 Suíte com Guarda-roupa, medindo 4,19x4,71, tendo banheiro medindo 3,51x1,54  - Área de Serviço  - Vaga de Estacionamento Coberto que comporta até 04 veículos  - Portão Eletrônico O imóvel acompanhará Modulados e Splits para trazer a você e a sua família todo conforto e comodidade. Teremos também um sistema de segurança eletrônico montado para sua segurança e o monitoramento 24 horas. Informações e Vendas: Carlos Moraes Consultor Imobiliário Seu sonho levado a sério!!! IMPORTANTE: *A empresa reserva o direto de alterar a tabela de preços sem aviso prévio. Sujeito a disponibilidade e alterações. OUTROS IMÓVEIS DO NOSSO PORTFÓLIO: -Casa no Parque 10 -Casa para financiar -imóvel para moradia e comercio -casa com terreno grande -oportunidade de negocio -casa em bairro -casa para morar -bairro parque 10 -casa em via principal -casa de fácil acesso  ",,,https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/e879880cb3eef9b0aa84529d675f0c6f.jpg; https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/06cfc5f81ef3040841ffdadf264fec50.jpg,-3.085254,-60.01527,Manaus,900000,,Viva Real,2,2/9/5/3/8/4/1,Terreno,terreno com 447 m² à venda em via principal do parque 10- Manaus-AM,AM,http://www.vivareal.com.br/imovel/lote-terreno-parque-dez-de-novembro-bairros-manaus-447m2-venda-RS900000-id-2473916274/,"https://www.google.com/maps/search/?api=1&query=-3.085254,-60.01527",
,Paulo Neves,,0,,Puraquequara,,,,2479141989,,2020-03-26," terreno excelente pra porto no rio Amazonas, parte funda, ao lado da Amazon aço ","Avenida Puraquequara, 5330",,https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/13be2c1e9eaed7615569a6aea8504106.jpg; https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/a49f00f564c5ff1111ef9689430cdf13.jpg,-3.060082,-59.882361,Manaus,25000000,,Viva Real,,2/6/9/3/0/8/1,Venda ,terreno pra porto,AM,http://www.vivareal.com.br/imovel/lote-terreno-manaus-venda-RS25000000-id-2479141989/,"https://www.google.com/maps/search/?api=1&query=-3.060082,-59.882361",
,Manaus Administradora de Imóveis,,415,,Parque 10 de Novembro,,,,2466661512,,2020-03-26," *TELEFONE PARA CONTATO - (Whatsapp) *DESCRIÇÃO - Terreno - Área do terreno: 414,11 m² *ENDEREÇO E REFERÊNCIA - O edifício fica na esquina da Rua 24 de Maio com a avenida Eduardo Ribeiro. *VALOR - Venda: R$ 270.000,00 (Duzentos e Setenta Mil Reais) - Aceita financiamento. Atendimento em horários comerciais. Segunda a Sexta-Feira de 09:00 h as 17:00 h. Horário para visita de imóveis. (Hora Marcada) Segunda a Sexta-Feira de 09:00 h as 16:00 h. Grato! ","Rua Monte Fuji, 2",,https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/10b3d93096d82b7019a0c96cc424cf6d.jpg; https://resizedimgs.vivareal.com/fit-in/870x653/vr.images.sp/a99841447accbc01fe9835753dc07d12.jpg,-3.076923,-59.996121,Manaus,270000,,Viva Real,,7/2/9/3/0/4/1,Venda ,"Parque Dez - Rua Monte Fuji, Nº 02, Quadra A, Lote Novo Mundo.",AM,http://www.vivareal.com.br/imovel/lote-terreno-parque-dez-de-novembro-bairros-manaus-415m2-venda-RS270000-id-2466661512/,"https://www.google.com/maps/search/?api=1&query=-3.076923,-59.996121",
